"id","eventID","eventDate","eventRemarks","locationID","countryCode","minimumDepthInMeters","maximumDepthInMeters","decimalLatitude","decimalLongitude","geodeticDatum","coordinateUncertaintyInMeters"
"HABs-MontereyWharf_2013-04-21T07:00:00Z","HABs-MontereyWharf_2013-04-21T07:00:00Z","2013-04-21T07:00:00Z","13114","HABs-MontereyWharf","US",5,5,36.603687,-121.889275,"EPSG:4326 WGS84",5
"HABs-MontereyWharf_2013-05-01T07:00:00Z","HABs-MontereyWharf_2013-05-01T07:00:00Z","2013-05-01T07:00:00Z","13121","HABs-MontereyWharf","US",5,5,36.603687,-121.889275,"EPSG:4326 WGS84",5
"HABs-MontereyWharf_2013-05-08T07:00:00Z","HABs-MontereyWharf_2013-05-08T07:00:00Z","2013-05-08T07:00:00Z","13128","HABs-MontereyWharf","US",5,5,36.603687,-121.889275,"EPSG:4326 WGS84",5
"HABs-MontereyWharf_2013-05-15T07:00:00Z","HABs-MontereyWharf_2013-05-15T07:00:00Z","2013-05-15T07:00:00Z","13135","HABs-MontereyWharf","US",5,5,36.603687,-121.889275,"EPSG:4326 WGS84",5
"HABs-MontereyWharf_2013-05-22T07:00:00Z","HABs-MontereyWharf_2013-05-22T07:00:00Z","2013-05-22T07:00:00Z","13142","HABs-MontereyWharf","US",5,5,36.603687,-121.889275,"EPSG:4326 WGS84",5
"HABs-MontereyWharf_2013-05-29T07:00:00Z","HABs-MontereyWharf_2013-05-29T07:00:00Z","2013-05-29T07:00:00Z","13149","HABs-MontereyWharf","US",5,5,36.603687,-121.889275,"EPSG:4326 WGS84",5
"HABs-MontereyWharf_2013-06-05T07:00:00Z","HABs-MontereyWharf_2013-06-05T07:00:00Z","2013-06-05T07:00:00Z","13156","HABs-MontereyWharf","US",5,5,36.603687,-121.889275,"EPSG:4326 WGS84",5
"HABs-MontereyWharf_2013-06-12T07:00:00Z","HABs-MontereyWharf_2013-06-12T07:00:00Z","2013-06-12T07:00:00Z","13163","HABs-MontereyWharf","US",5,5,36.603687,-121.889275,"EPSG:4326 WGS84",5
"HABs-MontereyWharf_2013-06-19T07:00:00Z","HABs-MontereyWharf_2013-06-19T07:00:00Z","2013-06-19T07:00:00Z","13170","HABs-MontereyWharf","US",5,5,36.603687,-121.889275,"EPSG:4326 WGS84",5
"HABs-MontereyWharf_2013-06-26T07:00:00Z","HABs-MontereyWharf_2013-06-26T07:00:00Z","2013-06-26T07:00:00Z","13177","HABs-MontereyWharf","US",5,5,36.603687,-121.889275,"EPSG:4326 WGS84",5
"HABs-MontereyWharf_2013-07-03T07:00:00Z","HABs-MontereyWharf_2013-07-03T07:00:00Z","2013-07-03T07:00:00Z","13184","HABs-MontereyWharf","US",5,5,36.603687,-121.889275,"EPSG:4326 WGS84",5
"HABs-MontereyWharf_2013-07-10T07:00:00Z","HABs-MontereyWharf_2013-07-10T07:00:00Z","2013-07-10T07:00:00Z","13191","HABs-MontereyWharf","US",5,5,36.603687,-121.889275,"EPSG:4326 WGS84",5
"HABs-MontereyWharf_2013-07-18T07:00:00Z","HABs-MontereyWharf_2013-07-18T07:00:00Z","2013-07-18T07:00:00Z","13199","HABs-MontereyWharf","US",5,5,36.603687,-121.889275,"EPSG:4326 WGS84",5
"HABs-MontereyWharf_2013-07-24T07:00:00Z","HABs-MontereyWharf_2013-07-24T07:00:00Z","2013-07-24T07:00:00Z","13205","HABs-MontereyWharf","US",5,5,36.603687,-121.889275,"EPSG:4326 WGS84",5
"HABs-MontereyWharf_2013-07-31T07:00:00Z","HABs-MontereyWharf_2013-07-31T07:00:00Z","2013-07-31T07:00:00Z","13212","HABs-MontereyWharf","US",5,5,36.603687,-121.889275,"EPSG:4326 WGS84",5
"HABs-MontereyWharf_2013-08-07T07:00:00Z","HABs-MontereyWharf_2013-08-07T07:00:00Z","2013-08-07T07:00:00Z","13219","HABs-MontereyWharf","US",5,5,36.603687,-121.889275,"EPSG:4326 WGS84",5
"HABs-MontereyWharf_2013-08-14T07:00:00Z","HABs-MontereyWharf_2013-08-14T07:00:00Z","2013-08-14T07:00:00Z","13226","HABs-MontereyWharf","US",5,5,36.603687,-121.889275,"EPSG:4326 WGS84",5
"HABs-MontereyWharf_2013-08-21T07:00:00Z","HABs-MontereyWharf_2013-08-21T07:00:00Z","2013-08-21T07:00:00Z","13233","HABs-MontereyWharf","US",5,5,36.603687,-121.889275,"EPSG:4326 WGS84",5
"HABs-MontereyWharf_2013-08-28T07:00:00Z","HABs-MontereyWharf_2013-08-28T07:00:00Z","2013-08-28T07:00:00Z","13240","HABs-MontereyWharf","US",5,5,36.603687,-121.889275,"EPSG:4326 WGS84",5
"HABs-MontereyWharf_2013-09-04T07:00:00Z","HABs-MontereyWharf_2013-09-04T07:00:00Z","2013-09-04T07:00:00Z","13247","HABs-MontereyWharf","US",5,5,36.603687,-121.889275,"EPSG:4326 WGS84",5
"HABs-MontereyWharf_2013-09-11T07:00:00Z","HABs-MontereyWharf_2013-09-11T07:00:00Z","2013-09-11T07:00:00Z","13254","HABs-MontereyWharf","US",5,5,36.603687,-121.889275,"EPSG:4326 WGS84",5
"HABs-MontereyWharf_2013-09-17T07:00:00Z","HABs-MontereyWharf_2013-09-17T07:00:00Z","2013-09-17T07:00:00Z","13260","HABs-MontereyWharf","US",5,5,36.603687,-121.889275,"EPSG:4326 WGS84",5
"HABs-MontereyWharf_2013-09-19T07:00:00Z","HABs-MontereyWharf_2013-09-19T07:00:00Z","2013-09-19T07:00:00Z","13262","HABs-MontereyWharf","US",5,5,36.603687,-121.889275,"EPSG:4326 WGS84",5
"HABs-MontereyWharf_2013-09-25T07:00:00Z","HABs-MontereyWharf_2013-09-25T07:00:00Z","2013-09-25T07:00:00Z","13268","HABs-MontereyWharf","US",5,5,36.603687,-121.889275,"EPSG:4326 WGS84",5
"HABs-MontereyWharf_2013-10-02T07:00:00Z","HABs-MontereyWharf_2013-10-02T07:00:00Z","2013-10-02T07:00:00Z","13275","HABs-MontereyWharf","US",5,5,36.603687,-121.889275,"EPSG:4326 WGS84",5
"HABs-MontereyWharf_2013-10-09T07:00:00Z","HABs-MontereyWharf_2013-10-09T07:00:00Z","2013-10-09T07:00:00Z","13282","HABs-MontereyWharf","US",5,5,36.603687,-121.889275,"EPSG:4326 WGS84",5
"HABs-MontereyWharf_2013-10-16T07:00:00Z","HABs-MontereyWharf_2013-10-16T07:00:00Z","2013-10-16T07:00:00Z","13289","HABs-MontereyWharf","US",5,5,36.603687,-121.889275,"EPSG:4326 WGS84",5
"HABs-MontereyWharf_2013-11-06T08:00:00Z","HABs-MontereyWharf_2013-11-06T08:00:00Z","2013-11-06T08:00:00Z","13310","HABs-MontereyWharf","US",5,5,36.603687,-121.889275,"EPSG:4326 WGS84",5
"HABs-MontereyWharf_2013-11-13T08:00:00Z","HABs-MontereyWharf_2013-11-13T08:00:00Z","2013-11-13T08:00:00Z","13317","HABs-MontereyWharf","US",5,5,36.603687,-121.889275,"EPSG:4326 WGS84",5
"HABs-MontereyWharf_2013-11-20T08:00:00Z","HABs-MontereyWharf_2013-11-20T08:00:00Z","2013-11-20T08:00:00Z","13324","HABs-MontereyWharf","US",5,5,36.603687,-121.889275,"EPSG:4326 WGS84",5
"HABs-MontereyWharf_2013-11-26T08:00:00Z","HABs-MontereyWharf_2013-11-26T08:00:00Z","2013-11-26T08:00:00Z","13330","HABs-MontereyWharf","US",5,5,36.603687,-121.889275,"EPSG:4326 WGS84",5
"HABs-MontereyWharf_2013-12-04T08:00:00Z","HABs-MontereyWharf_2013-12-04T08:00:00Z","2013-12-04T08:00:00Z","13338","HABs-MontereyWharf","US",5,5,36.603687,-121.889275,"EPSG:4326 WGS84",5
"HABs-MontereyWharf_2013-12-11T08:00:00Z","HABs-MontereyWharf_2013-12-11T08:00:00Z","2013-12-11T08:00:00Z","13345","HABs-MontereyWharf","US",5,5,36.603687,-121.889275,"EPSG:4326 WGS84",5
"HABs-MontereyWharf_2013-12-18T08:00:00Z","HABs-MontereyWharf_2013-12-18T08:00:00Z","2013-12-18T08:00:00Z","13352","HABs-MontereyWharf","US",5,5,36.603687,-121.889275,"EPSG:4326 WGS84",5
"HABs-MontereyWharf_2014-01-08T08:00:00Z","HABs-MontereyWharf_2014-01-08T08:00:00Z","2014-01-08T08:00:00Z","14008","HABs-MontereyWharf","US",5,5,36.603687,-121.889275,"EPSG:4326 WGS84",5
"HABs-MontereyWharf_2014-01-15T08:00:00Z","HABs-MontereyWharf_2014-01-15T08:00:00Z","2014-01-15T08:00:00Z","14015","HABs-MontereyWharf","US",5,5,36.603687,-121.889275,"EPSG:4326 WGS84",5
"HABs-MontereyWharf_2014-01-22T08:00:00Z","HABs-MontereyWharf_2014-01-22T08:00:00Z","2014-01-22T08:00:00Z","14022","HABs-MontereyWharf","US",5,5,36.603687,-121.889275,"EPSG:4326 WGS84",5
"HABs-MontereyWharf_2014-01-29T08:00:00Z","HABs-MontereyWharf_2014-01-29T08:00:00Z","2014-01-29T08:00:00Z","14029","HABs-MontereyWharf","US",5,5,36.603687,-121.889275,"EPSG:4326 WGS84",5
"HABs-MontereyWharf_2014-02-05T08:00:00Z","HABs-MontereyWharf_2014-02-05T08:00:00Z","2014-02-05T08:00:00Z","14036","HABs-MontereyWharf","US",5,5,36.603687,-121.889275,"EPSG:4326 WGS84",5
"HABs-MontereyWharf_2014-02-12T08:00:00Z","HABs-MontereyWharf_2014-02-12T08:00:00Z","2014-02-12T08:00:00Z","14043","HABs-MontereyWharf","US",5,5,36.603687,-121.889275,"EPSG:4326 WGS84",5
"HABs-MontereyWharf_2014-02-19T08:00:00Z","HABs-MontereyWharf_2014-02-19T08:00:00Z","2014-02-19T08:00:00Z","14050","HABs-MontereyWharf","US",5,5,36.603687,-121.889275,"EPSG:4326 WGS84",5
"HABs-MontereyWharf_2014-02-26T08:00:00Z","HABs-MontereyWharf_2014-02-26T08:00:00Z","2014-02-26T08:00:00Z","14057","HABs-MontereyWharf","US",5,5,36.603687,-121.889275,"EPSG:4326 WGS84",5
"HABs-MontereyWharf_2014-03-05T08:00:00Z","HABs-MontereyWharf_2014-03-05T08:00:00Z","2014-03-05T08:00:00Z","14064","HABs-MontereyWharf","US",5,5,36.603687,-121.889275,"EPSG:4326 WGS84",5
"HABs-MontereyWharf_2014-03-12T07:00:00Z","HABs-MontereyWharf_2014-03-12T07:00:00Z","2014-03-12T07:00:00Z","14071","HABs-MontereyWharf","US",5,5,36.603687,-121.889275,"EPSG:4326 WGS84",5
"HABs-MontereyWharf_2014-03-19T07:00:00Z","HABs-MontereyWharf_2014-03-19T07:00:00Z","2014-03-19T07:00:00Z","14078","HABs-MontereyWharf","US",5,5,36.603687,-121.889275,"EPSG:4326 WGS84",5
"HABs-MontereyWharf_2014-03-26T07:00:00Z","HABs-MontereyWharf_2014-03-26T07:00:00Z","2014-03-26T07:00:00Z","14085","HABs-MontereyWharf","US",5,5,36.603687,-121.889275,"EPSG:4326 WGS84",5
"HABs-MontereyWharf_2014-04-02T07:00:00Z","HABs-MontereyWharf_2014-04-02T07:00:00Z","2014-04-02T07:00:00Z","14092","HABs-MontereyWharf","US",5,5,36.603687,-121.889275,"EPSG:4326 WGS84",5
"HABs-MontereyWharf_2014-04-09T07:00:00Z","HABs-MontereyWharf_2014-04-09T07:00:00Z","2014-04-09T07:00:00Z","14099","HABs-MontereyWharf","US",5,5,36.603687,-121.889275,"EPSG:4326 WGS84",5
"HABs-MontereyWharf_2014-04-16T07:00:00Z","HABs-MontereyWharf_2014-04-16T07:00:00Z","2014-04-16T07:00:00Z","14106","HABs-MontereyWharf","US",5,5,36.603687,-121.889275,"EPSG:4326 WGS84",5
"HABs-MontereyWharf_2014-04-23T07:00:00Z","HABs-MontereyWharf_2014-04-23T07:00:00Z","2014-04-23T07:00:00Z","14113","HABs-MontereyWharf","US",5,5,36.603687,-121.889275,"EPSG:4326 WGS84",5
"HABs-MontereyWharf_2014-04-30T07:00:00Z","HABs-MontereyWharf_2014-04-30T07:00:00Z","2014-04-30T07:00:00Z","14120","HABs-MontereyWharf","US",5,5,36.603687,-121.889275,"EPSG:4326 WGS84",5
"HABs-MontereyWharf_2014-05-07T07:00:00Z","HABs-MontereyWharf_2014-05-07T07:00:00Z","2014-05-07T07:00:00Z","14127","HABs-MontereyWharf","US",5,5,36.603687,-121.889275,"EPSG:4326 WGS84",5
"HABs-MontereyWharf_2014-05-14T07:00:00Z","HABs-MontereyWharf_2014-05-14T07:00:00Z","2014-05-14T07:00:00Z","14134","HABs-MontereyWharf","US",5,5,36.603687,-121.889275,"EPSG:4326 WGS84",5
"HABs-MontereyWharf_2014-05-28T07:00:00Z","HABs-MontereyWharf_2014-05-28T07:00:00Z","2014-05-28T07:00:00Z","14148","HABs-MontereyWharf","US",5,5,36.603687,-121.889275,"EPSG:4326 WGS84",5
"HABs-MontereyWharf_2014-06-04T07:00:00Z","HABs-MontereyWharf_2014-06-04T07:00:00Z","2014-06-04T07:00:00Z","14155","HABs-MontereyWharf","US",5,5,36.603687,-121.889275,"EPSG:4326 WGS84",5
"HABs-MontereyWharf_2014-06-11T07:00:00Z","HABs-MontereyWharf_2014-06-11T07:00:00Z","2014-06-11T07:00:00Z","14162","HABs-MontereyWharf","US",5,5,36.603687,-121.889275,"EPSG:4326 WGS84",5
"HABs-MontereyWharf_2014-06-18T07:00:00Z","HABs-MontereyWharf_2014-06-18T07:00:00Z","2014-06-18T07:00:00Z","14169","HABs-MontereyWharf","US",5,5,36.603687,-121.889275,"EPSG:4326 WGS84",5
"HABs-MontereyWharf_2014-06-25T07:00:00Z","HABs-MontereyWharf_2014-06-25T07:00:00Z","2014-06-25T07:00:00Z","14176","HABs-MontereyWharf","US",5,5,36.603687,-121.889275,"EPSG:4326 WGS84",5
"HABs-MontereyWharf_2014-07-03T07:00:00Z","HABs-MontereyWharf_2014-07-03T07:00:00Z","2014-07-03T07:00:00Z","14184","HABs-MontereyWharf","US",5,5,36.603687,-121.889275,"EPSG:4326 WGS84",5
"HABs-MontereyWharf_2014-07-09T07:00:00Z","HABs-MontereyWharf_2014-07-09T07:00:00Z","2014-07-09T07:00:00Z","14190","HABs-MontereyWharf","US",5,5,36.603687,-121.889275,"EPSG:4326 WGS84",5
"HABs-MontereyWharf_2014-07-16T07:00:00Z","HABs-MontereyWharf_2014-07-16T07:00:00Z","2014-07-16T07:00:00Z","14197","HABs-MontereyWharf","US",5,5,36.603687,-121.889275,"EPSG:4326 WGS84",5
"HABs-MontereyWharf_2014-07-23T07:00:00Z","HABs-MontereyWharf_2014-07-23T07:00:00Z","2014-07-23T07:00:00Z","14204","HABs-MontereyWharf","US",5,5,36.603687,-121.889275,"EPSG:4326 WGS84",5
"HABs-MontereyWharf_2014-07-30T07:00:00Z","HABs-MontereyWharf_2014-07-30T07:00:00Z","2014-07-30T07:00:00Z","14211","HABs-MontereyWharf","US",5,5,36.603687,-121.889275,"EPSG:4326 WGS84",5
"HABs-MontereyWharf_2014-08-06T07:00:00Z","HABs-MontereyWharf_2014-08-06T07:00:00Z","2014-08-06T07:00:00Z","14218","HABs-MontereyWharf","US",5,5,36.603687,-121.889275,"EPSG:4326 WGS84",5
"HABs-MontereyWharf_2014-08-13T07:00:00Z","HABs-MontereyWharf_2014-08-13T07:00:00Z","2014-08-13T07:00:00Z","14225","HABs-MontereyWharf","US",5,5,36.603687,-121.889275,"EPSG:4326 WGS84",5
"HABs-MontereyWharf_2014-08-20T07:00:00Z","HABs-MontereyWharf_2014-08-20T07:00:00Z","2014-08-20T07:00:00Z","14232","HABs-MontereyWharf","US",5,5,36.603687,-121.889275,"EPSG:4326 WGS84",5
"HABs-MontereyWharf_2014-08-27T07:00:00Z","HABs-MontereyWharf_2014-08-27T07:00:00Z","2014-08-27T07:00:00Z","14239","HABs-MontereyWharf","US",5,5,36.603687,-121.889275,"EPSG:4326 WGS84",5
"HABs-MontereyWharf_2014-09-03T07:00:00Z","HABs-MontereyWharf_2014-09-03T07:00:00Z","2014-09-03T07:00:00Z","14246","HABs-MontereyWharf","US",5,5,36.603687,-121.889275,"EPSG:4326 WGS84",5
"HABs-MontereyWharf_2014-09-10T07:00:00Z","HABs-MontereyWharf_2014-09-10T07:00:00Z","2014-09-10T07:00:00Z","14253","HABs-MontereyWharf","US",5,5,36.603687,-121.889275,"EPSG:4326 WGS84",5
"HABs-MontereyWharf_2014-09-17T07:00:00Z","HABs-MontereyWharf_2014-09-17T07:00:00Z","2014-09-17T07:00:00Z","14260","HABs-MontereyWharf","US",5,5,36.603687,-121.889275,"EPSG:4326 WGS84",5
"HABs-MontereyWharf_2014-09-24T07:00:00Z","HABs-MontereyWharf_2014-09-24T07:00:00Z","2014-09-24T07:00:00Z","14267","HABs-MontereyWharf","US",5,5,36.603687,-121.889275,"EPSG:4326 WGS84",5
"HABs-MontereyWharf_2014-10-01T07:00:00Z","HABs-MontereyWharf_2014-10-01T07:00:00Z","2014-10-01T07:00:00Z","14274","HABs-MontereyWharf","US",5,5,36.603687,-121.889275,"EPSG:4326 WGS84",5
"HABs-MontereyWharf_2014-10-08T07:00:00Z","HABs-MontereyWharf_2014-10-08T07:00:00Z","2014-10-08T07:00:00Z","14281","HABs-MontereyWharf","US",5,5,36.603687,-121.889275,"EPSG:4326 WGS84",5
"HABs-MontereyWharf_2014-10-15T07:00:00Z","HABs-MontereyWharf_2014-10-15T07:00:00Z","2014-10-15T07:00:00Z","14288","HABs-MontereyWharf","US",5,5,36.603687,-121.889275,"EPSG:4326 WGS84",5
"HABs-MontereyWharf_2014-10-22T07:00:00Z","HABs-MontereyWharf_2014-10-22T07:00:00Z","2014-10-22T07:00:00Z","14295","HABs-MontereyWharf","US",5,5,36.603687,-121.889275,"EPSG:4326 WGS84",5
"HABs-MontereyWharf_2014-10-29T07:00:00Z","HABs-MontereyWharf_2014-10-29T07:00:00Z","2014-10-29T07:00:00Z","14302","HABs-MontereyWharf","US",5,5,36.603687,-121.889275,"EPSG:4326 WGS84",5
"HABs-MontereyWharf_2014-11-05T08:00:00Z","HABs-MontereyWharf_2014-11-05T08:00:00Z","2014-11-05T08:00:00Z","14309","HABs-MontereyWharf","US",5,5,36.603687,-121.889275,"EPSG:4326 WGS84",5
"HABs-MontereyWharf_2014-11-12T08:00:00Z","HABs-MontereyWharf_2014-11-12T08:00:00Z","2014-11-12T08:00:00Z","14316","HABs-MontereyWharf","US",5,5,36.603687,-121.889275,"EPSG:4326 WGS84",5
"HABs-MontereyWharf_2014-11-19T08:00:00Z","HABs-MontereyWharf_2014-11-19T08:00:00Z","2014-11-19T08:00:00Z","14323","HABs-MontereyWharf","US",5,5,36.603687,-121.889275,"EPSG:4326 WGS84",5
"HABs-MontereyWharf_2014-11-26T08:00:00Z","HABs-MontereyWharf_2014-11-26T08:00:00Z","2014-11-26T08:00:00Z","14330","HABs-MontereyWharf","US",5,5,36.603687,-121.889275,"EPSG:4326 WGS84",5
"HABs-MontereyWharf_2014-12-03T08:00:00Z","HABs-MontereyWharf_2014-12-03T08:00:00Z","2014-12-03T08:00:00Z","14337","HABs-MontereyWharf","US",5,5,36.603687,-121.889275,"EPSG:4326 WGS84",5
"HABs-MontereyWharf_2014-12-17T08:00:00Z","HABs-MontereyWharf_2014-12-17T08:00:00Z","2014-12-17T08:00:00Z","14351","HABs-MontereyWharf","US",5,5,36.603687,-121.889275,"EPSG:4326 WGS84",5
"HABs-MontereyWharf_2014-12-23T08:00:00Z","HABs-MontereyWharf_2014-12-23T08:00:00Z","2014-12-23T08:00:00Z","14357","HABs-MontereyWharf","US",5,5,36.603687,-121.889275,"EPSG:4326 WGS84",5
"HABs-MontereyWharf_2014-12-30T08:00:00Z","HABs-MontereyWharf_2014-12-30T08:00:00Z","2014-12-30T08:00:00Z","14364","HABs-MontereyWharf","US",5,5,36.603687,-121.889275,"EPSG:4326 WGS84",5
"HABs-MontereyWharf_2015-01-14T08:00:00Z","HABs-MontereyWharf_2015-01-14T08:00:00Z","2015-01-14T08:00:00Z","15014","HABs-MontereyWharf","US",5,5,36.603687,-121.889275,"EPSG:4326 WGS84",5
"HABs-MontereyWharf_2015-01-21T08:00:00Z","HABs-MontereyWharf_2015-01-21T08:00:00Z","2015-01-21T08:00:00Z","15021","HABs-MontereyWharf","US",5,5,36.603687,-121.889275,"EPSG:4326 WGS84",5
"HABs-MontereyWharf_2015-01-29T08:00:00Z","HABs-MontereyWharf_2015-01-29T08:00:00Z","2015-01-29T08:00:00Z","15029","HABs-MontereyWharf","US",5,5,36.603687,-121.889275,"EPSG:4326 WGS84",5
"HABs-MontereyWharf_2015-02-04T08:00:00Z","HABs-MontereyWharf_2015-02-04T08:00:00Z","2015-02-04T08:00:00Z","15035","HABs-MontereyWharf","US",5,5,36.603687,-121.889275,"EPSG:4326 WGS84",5
"HABs-MontereyWharf_2015-02-11T08:00:00Z","HABs-MontereyWharf_2015-02-11T08:00:00Z","2015-02-11T08:00:00Z","15042","HABs-MontereyWharf","US",5,5,36.603687,-121.889275,"EPSG:4326 WGS84",5
"HABs-MontereyWharf_2015-02-18T08:00:00Z","HABs-MontereyWharf_2015-02-18T08:00:00Z","2015-02-18T08:00:00Z","15049","HABs-MontereyWharf","US",5,5,36.603687,-121.889275,"EPSG:4326 WGS84",5
"HABs-MontereyWharf_2015-02-25T08:00:00Z","HABs-MontereyWharf_2015-02-25T08:00:00Z","2015-02-25T08:00:00Z","15056","HABs-MontereyWharf","US",5,5,36.603687,-121.889275,"EPSG:4326 WGS84",5
"HABs-MontereyWharf_2015-03-04T08:00:00Z","HABs-MontereyWharf_2015-03-04T08:00:00Z","2015-03-04T08:00:00Z","15063","HABs-MontereyWharf","US",5,5,36.603687,-121.889275,"EPSG:4326 WGS84",5
"HABs-MontereyWharf_2015-03-11T07:00:00Z","HABs-MontereyWharf_2015-03-11T07:00:00Z","2015-03-11T07:00:00Z","15070","HABs-MontereyWharf","US",5,5,36.603687,-121.889275,"EPSG:4326 WGS84",5
"HABs-MontereyWharf_2015-03-18T07:00:00Z","HABs-MontereyWharf_2015-03-18T07:00:00Z","2015-03-18T07:00:00Z","15077","HABs-MontereyWharf","US",5,5,36.603687,-121.889275,"EPSG:4326 WGS84",5
"HABs-MontereyWharf_2015-03-25T07:00:00Z","HABs-MontereyWharf_2015-03-25T07:00:00Z","2015-03-25T07:00:00Z","15084","HABs-MontereyWharf","US",5,5,36.603687,-121.889275,"EPSG:4326 WGS84",5
"HABs-MontereyWharf_2015-04-01T07:00:00Z","HABs-MontereyWharf_2015-04-01T07:00:00Z","2015-04-01T07:00:00Z","15091","HABs-MontereyWharf","US",5,5,36.603687,-121.889275,"EPSG:4326 WGS84",5
"HABs-MontereyWharf_2015-04-08T07:00:00Z","HABs-MontereyWharf_2015-04-08T07:00:00Z","2015-04-08T07:00:00Z","15098","HABs-MontereyWharf","US",5,5,36.603687,-121.889275,"EPSG:4326 WGS84",5
"HABs-MontereyWharf_2015-04-15T07:00:00Z","HABs-MontereyWharf_2015-04-15T07:00:00Z","2015-04-15T07:00:00Z","15105","HABs-MontereyWharf","US",5,5,36.603687,-121.889275,"EPSG:4326 WGS84",5
"HABs-MontereyWharf_2015-04-22T07:00:00Z","HABs-MontereyWharf_2015-04-22T07:00:00Z","2015-04-22T07:00:00Z","15112","HABs-MontereyWharf","US",5,5,36.603687,-121.889275,"EPSG:4326 WGS84",5
"HABs-MontereyWharf_2015-04-29T07:00:00Z","HABs-MontereyWharf_2015-04-29T07:00:00Z","2015-04-29T07:00:00Z","15119","HABs-MontereyWharf","US",5,5,36.603687,-121.889275,"EPSG:4326 WGS84",5
"HABs-MontereyWharf_2015-05-06T07:00:00Z","HABs-MontereyWharf_2015-05-06T07:00:00Z","2015-05-06T07:00:00Z","15126","HABs-MontereyWharf","US",5,5,36.603687,-121.889275,"EPSG:4326 WGS84",5
"HABs-MontereyWharf_2015-05-13T07:00:00Z","HABs-MontereyWharf_2015-05-13T07:00:00Z","2015-05-13T07:00:00Z","15133","HABs-MontereyWharf","US",5,5,36.603687,-121.889275,"EPSG:4326 WGS84",5
"HABs-MontereyWharf_2015-05-20T07:00:00Z","HABs-MontereyWharf_2015-05-20T07:00:00Z","2015-05-20T07:00:00Z","15140","HABs-MontereyWharf","US",5,5,36.603687,-121.889275,"EPSG:4326 WGS84",5
"HABs-MontereyWharf_2015-05-27T07:00:00Z","HABs-MontereyWharf_2015-05-27T07:00:00Z","2015-05-27T07:00:00Z","15147","HABs-MontereyWharf","US",5,5,36.603687,-121.889275,"EPSG:4326 WGS84",5
"HABs-MontereyWharf_2005-06-03T07:00:00Z","HABs-MontereyWharf_2005-06-03T07:00:00Z","2005-06-03T07:00:00Z","15154","HABs-MontereyWharf","US",5,5,36.603687,-121.889275,"EPSG:4326 WGS84",5
"HABs-MontereyWharf_2015-06-10T07:00:00Z","HABs-MontereyWharf_2015-06-10T07:00:00Z","2015-06-10T07:00:00Z","15161","HABs-MontereyWharf","US",5,5,36.603687,-121.889275,"EPSG:4326 WGS84",5
"HABs-MontereyWharf_2015-06-17T07:00:00Z","HABs-MontereyWharf_2015-06-17T07:00:00Z","2015-06-17T07:00:00Z","15168","HABs-MontereyWharf","US",5,5,36.603687,-121.889275,"EPSG:4326 WGS84",5
"HABs-MontereyWharf_2015-06-24T07:00:00Z","HABs-MontereyWharf_2015-06-24T07:00:00Z","2015-06-24T07:00:00Z","15175","HABs-MontereyWharf","US",5,5,36.603687,-121.889275,"EPSG:4326 WGS84",5
"HABs-MontereyWharf_2015-07-01T07:00:00Z","HABs-MontereyWharf_2015-07-01T07:00:00Z","2015-07-01T07:00:00Z","15182","HABs-MontereyWharf","US",5,5,36.603687,-121.889275,"EPSG:4326 WGS84",5
"HABs-MontereyWharf_2015-07-08T07:00:00Z","HABs-MontereyWharf_2015-07-08T07:00:00Z","2015-07-08T07:00:00Z","15189","HABs-MontereyWharf","US",5,5,36.603687,-121.889275,"EPSG:4326 WGS84",5
"HABs-MontereyWharf_2015-07-15T07:00:00Z","HABs-MontereyWharf_2015-07-15T07:00:00Z","2015-07-15T07:00:00Z","15196","HABs-MontereyWharf","US",5,5,36.603687,-121.889275,"EPSG:4326 WGS84",5
"HABs-MontereyWharf_2015-07-22T07:00:00Z","HABs-MontereyWharf_2015-07-22T07:00:00Z","2015-07-22T07:00:00Z","15203","HABs-MontereyWharf","US",5,5,36.603687,-121.889275,"EPSG:4326 WGS84",5
"HABs-MontereyWharf_2015-07-29T07:00:00Z","HABs-MontereyWharf_2015-07-29T07:00:00Z","2015-07-29T07:00:00Z","15210","HABs-MontereyWharf","US",5,5,36.603687,-121.889275,"EPSG:4326 WGS84",5
"HABs-MontereyWharf_2015-08-05T07:00:00Z","HABs-MontereyWharf_2015-08-05T07:00:00Z","2015-08-05T07:00:00Z","15217","HABs-MontereyWharf","US",5,5,36.603687,-121.889275,"EPSG:4326 WGS84",5
"HABs-MontereyWharf_2015-08-12T07:00:00Z","HABs-MontereyWharf_2015-08-12T07:00:00Z","2015-08-12T07:00:00Z","15234","HABs-MontereyWharf","US",5,5,36.603687,-121.889275,"EPSG:4326 WGS84",5
"HABs-MontereyWharf_2015-08-19T07:00:00Z","HABs-MontereyWharf_2015-08-19T07:00:00Z","2015-08-19T07:00:00Z","15241","HABs-MontereyWharf","US",5,5,36.603687,-121.889275,"EPSG:4326 WGS84",5
"HABs-MontereyWharf_2015-08-26T07:00:00Z","HABs-MontereyWharf_2015-08-26T07:00:00Z","2015-08-26T07:00:00Z","15248","HABs-MontereyWharf","US",5,5,36.603687,-121.889275,"EPSG:4326 WGS84",5
