"id","eventID","eventDate","eventRemarks","locationID","countryCode","minimumDepthInMeters","maximumDepthInMeters","decimalLatitude","decimalLongitude","geodeticDatum","coordinateUncertaintyInMeters"
"HABs-SantaMonicaPier_2011-09-26T19:00:00Z","HABs-SantaMonicaPier_2011-09-26T19:00:00Z","2011-09-26T19:00:00Z",NA,"HABs-SantaMonicaPier","US",NA,NA,34.008,-118.499,"EPSG:4326 WGS84",5
"HABs-SantaMonicaPier_2011-10-03T18:30:00Z","HABs-SantaMonicaPier_2011-10-03T18:30:00Z","2011-10-03T18:30:00Z",NA,"HABs-SantaMonicaPier","US",NA,NA,34.008,-118.499,"EPSG:4326 WGS84",5
"HABs-SantaMonicaPier_2011-10-09T19:00:00Z","HABs-SantaMonicaPier_2011-10-09T19:00:00Z","2011-10-09T19:00:00Z",NA,"HABs-SantaMonicaPier","US",NA,NA,34.008,-118.499,"EPSG:4326 WGS84",5
"HABs-SantaMonicaPier_2011-10-17T18:00:00Z","HABs-SantaMonicaPier_2011-10-17T18:00:00Z","2011-10-17T18:00:00Z",NA,"HABs-SantaMonicaPier","US",NA,NA,34.008,-118.499,"EPSG:4326 WGS84",5
"HABs-SantaMonicaPier_2011-10-24T19:00:00Z","HABs-SantaMonicaPier_2011-10-24T19:00:00Z","2011-10-24T19:00:00Z",NA,"HABs-SantaMonicaPier","US",NA,NA,34.008,-118.499,"EPSG:4326 WGS84",5
"HABs-SantaMonicaPier_2011-10-30T19:00:00Z","HABs-SantaMonicaPier_2011-10-30T19:00:00Z","2011-10-30T19:00:00Z",NA,"HABs-SantaMonicaPier","US",NA,NA,34.008,-118.499,"EPSG:4326 WGS84",5
"HABs-SantaMonicaPier_2011-11-06T19:30:00Z","HABs-SantaMonicaPier_2011-11-06T19:30:00Z","2011-11-06T19:30:00Z",NA,"HABs-SantaMonicaPier","US",NA,NA,34.008,-118.499,"EPSG:4326 WGS84",5
"HABs-SantaMonicaPier_2011-11-13T18:00:00Z","HABs-SantaMonicaPier_2011-11-13T18:00:00Z","2011-11-13T18:00:00Z",NA,"HABs-SantaMonicaPier","US",NA,NA,34.008,-118.499,"EPSG:4326 WGS84",5
"HABs-SantaMonicaPier_2011-11-20T19:00:00Z","HABs-SantaMonicaPier_2011-11-20T19:00:00Z","2011-11-20T19:00:00Z",NA,"HABs-SantaMonicaPier","US",NA,NA,34.008,-118.499,"EPSG:4326 WGS84",5
"HABs-SantaMonicaPier_2011-11-28T19:30:00Z","HABs-SantaMonicaPier_2011-11-28T19:30:00Z","2011-11-28T19:30:00Z",NA,"HABs-SantaMonicaPier","US",NA,NA,34.008,-118.499,"EPSG:4326 WGS84",5
"HABs-SantaMonicaPier_2011-12-04T19:00:00Z","HABs-SantaMonicaPier_2011-12-04T19:00:00Z","2011-12-04T19:00:00Z",NA,"HABs-SantaMonicaPier","US",NA,NA,34.008,-118.499,"EPSG:4326 WGS84",5
"HABs-SantaMonicaPier_2011-12-11T18:30:00Z","HABs-SantaMonicaPier_2011-12-11T18:30:00Z","2011-12-11T18:30:00Z",NA,"HABs-SantaMonicaPier","US",NA,NA,34.008,-118.499,"EPSG:4326 WGS84",5
"HABs-SantaMonicaPier_2011-12-18T18:00:00Z","HABs-SantaMonicaPier_2011-12-18T18:00:00Z","2011-12-18T18:00:00Z",NA,"HABs-SantaMonicaPier","US",NA,NA,34.008,-118.499,"EPSG:4326 WGS84",5
"HABs-SantaMonicaPier_2011-12-24T19:00:00Z","HABs-SantaMonicaPier_2011-12-24T19:00:00Z","2011-12-24T19:00:00Z",NA,"HABs-SantaMonicaPier","US",NA,NA,34.008,-118.499,"EPSG:4326 WGS84",5
"HABs-SantaMonicaPier_2012-01-01T18:30:00Z","HABs-SantaMonicaPier_2012-01-01T18:30:00Z","2012-01-01T18:30:00Z",NA,"HABs-SantaMonicaPier","US",NA,NA,34.008,-118.499,"EPSG:4326 WGS84",5
"HABs-SantaMonicaPier_2012-01-09T18:00:00Z","HABs-SantaMonicaPier_2012-01-09T18:00:00Z","2012-01-09T18:00:00Z",NA,"HABs-SantaMonicaPier","US",NA,NA,34.008,-118.499,"EPSG:4326 WGS84",5
"HABs-SantaMonicaPier_2012-01-14T19:00:00Z","HABs-SantaMonicaPier_2012-01-14T19:00:00Z","2012-01-14T19:00:00Z",NA,"HABs-SantaMonicaPier","US",NA,NA,34.008,-118.499,"EPSG:4326 WGS84",5
"HABs-SantaMonicaPier_2012-01-23T18:30:00Z","HABs-SantaMonicaPier_2012-01-23T18:30:00Z","2012-01-23T18:30:00Z",NA,"HABs-SantaMonicaPier","US",NA,NA,34.008,-118.499,"EPSG:4326 WGS84",5
"HABs-SantaMonicaPier_2012-01-30T19:30:00Z","HABs-SantaMonicaPier_2012-01-30T19:30:00Z","2012-01-30T19:30:00Z",NA,"HABs-SantaMonicaPier","US",NA,NA,34.008,-118.499,"EPSG:4326 WGS84",5
"HABs-SantaMonicaPier_2012-02-06T19:30:00Z","HABs-SantaMonicaPier_2012-02-06T19:30:00Z","2012-02-06T19:30:00Z",NA,"HABs-SantaMonicaPier","US",NA,NA,34.008,-118.499,"EPSG:4326 WGS84",5
"HABs-SantaMonicaPier_2012-02-13T19:30:00Z","HABs-SantaMonicaPier_2012-02-13T19:30:00Z","2012-02-13T19:30:00Z",NA,"HABs-SantaMonicaPier","US",NA,NA,34.008,-118.499,"EPSG:4326 WGS84",5
"HABs-SantaMonicaPier_2012-02-20T18:00:00Z","HABs-SantaMonicaPier_2012-02-20T18:00:00Z","2012-02-20T18:00:00Z",NA,"HABs-SantaMonicaPier","US",NA,NA,34.008,-118.499,"EPSG:4326 WGS84",5
"HABs-SantaMonicaPier_2012-02-27T17:30:00Z","HABs-SantaMonicaPier_2012-02-27T17:30:00Z","2012-02-27T17:30:00Z",NA,"HABs-SantaMonicaPier","US",NA,NA,34.008,-118.499,"EPSG:4326 WGS84",5
"HABs-SantaMonicaPier_2012-03-05T17:30:00Z","HABs-SantaMonicaPier_2012-03-05T17:30:00Z","2012-03-05T17:30:00Z",NA,"HABs-SantaMonicaPier","US",NA,NA,34.008,-118.499,"EPSG:4326 WGS84",5
"HABs-SantaMonicaPier_2012-03-12T18:00:00Z","HABs-SantaMonicaPier_2012-03-12T18:00:00Z","2012-03-12T18:00:00Z",NA,"HABs-SantaMonicaPier","US",NA,NA,34.008,-118.499,"EPSG:4326 WGS84",5
"HABs-SantaMonicaPier_2012-03-19T18:00:00Z","HABs-SantaMonicaPier_2012-03-19T18:00:00Z","2012-03-19T18:00:00Z",NA,"HABs-SantaMonicaPier","US",NA,NA,34.008,-118.499,"EPSG:4326 WGS84",5
"HABs-SantaMonicaPier_2012-03-26T17:00:00Z","HABs-SantaMonicaPier_2012-03-26T17:00:00Z","2012-03-26T17:00:00Z",NA,"HABs-SantaMonicaPier","US",NA,NA,34.008,-118.499,"EPSG:4326 WGS84",5
"HABs-SantaMonicaPier_2012-04-02T19:00:00Z","HABs-SantaMonicaPier_2012-04-02T19:00:00Z","2012-04-02T19:00:00Z",NA,"HABs-SantaMonicaPier","US",NA,NA,34.008,-118.499,"EPSG:4326 WGS84",5
"HABs-SantaMonicaPier_2012-04-09T18:30:00Z","HABs-SantaMonicaPier_2012-04-09T18:30:00Z","2012-04-09T18:30:00Z",NA,"HABs-SantaMonicaPier","US",NA,NA,34.008,-118.499,"EPSG:4326 WGS84",5
"HABs-SantaMonicaPier_2012-04-16T20:00:00Z","HABs-SantaMonicaPier_2012-04-16T20:00:00Z","2012-04-16T20:00:00Z",NA,"HABs-SantaMonicaPier","US",NA,NA,34.008,-118.499,"EPSG:4326 WGS84",5
"HABs-SantaMonicaPier_2012-04-23T19:00:00Z","HABs-SantaMonicaPier_2012-04-23T19:00:00Z","2012-04-23T19:00:00Z",NA,"HABs-SantaMonicaPier","US",NA,NA,34.008,-118.499,"EPSG:4326 WGS84",5
"HABs-SantaMonicaPier_2012-04-30T19:00:00Z","HABs-SantaMonicaPier_2012-04-30T19:00:00Z","2012-04-30T19:00:00Z",NA,"HABs-SantaMonicaPier","US",NA,NA,34.008,-118.499,"EPSG:4326 WGS84",5
"HABs-SantaMonicaPier_2012-05-06T17:00:00Z","HABs-SantaMonicaPier_2012-05-06T17:00:00Z","2012-05-06T17:00:00Z",NA,"HABs-SantaMonicaPier","US",NA,NA,34.008,-118.499,"EPSG:4326 WGS84",5
"HABs-SantaMonicaPier_2012-05-15T16:30:00Z","HABs-SantaMonicaPier_2012-05-15T16:30:00Z","2012-05-15T16:30:00Z",NA,"HABs-SantaMonicaPier","US",NA,NA,34.008,-118.499,"EPSG:4326 WGS84",5
"HABs-SantaMonicaPier_2012-05-21T18:00:00Z","HABs-SantaMonicaPier_2012-05-21T18:00:00Z","2012-05-21T18:00:00Z",NA,"HABs-SantaMonicaPier","US",NA,NA,34.008,-118.499,"EPSG:4326 WGS84",5
"HABs-SantaMonicaPier_2012-05-28T17:30:00Z","HABs-SantaMonicaPier_2012-05-28T17:30:00Z","2012-05-28T17:30:00Z",NA,"HABs-SantaMonicaPier","US",NA,NA,34.008,-118.499,"EPSG:4326 WGS84",5
"HABs-SantaMonicaPier_2012-06-05T18:00:00Z","HABs-SantaMonicaPier_2012-06-05T18:00:00Z","2012-06-05T18:00:00Z",NA,"HABs-SantaMonicaPier","US",NA,NA,34.008,-118.499,"EPSG:4326 WGS84",5
"HABs-SantaMonicaPier_2012-06-11T16:30:00Z","HABs-SantaMonicaPier_2012-06-11T16:30:00Z","2012-06-11T16:30:00Z",NA,"HABs-SantaMonicaPier","US",NA,NA,34.008,-118.499,"EPSG:4326 WGS84",5
"HABs-SantaMonicaPier_2012-06-18T17:00:00Z","HABs-SantaMonicaPier_2012-06-18T17:00:00Z","2012-06-18T17:00:00Z",NA,"HABs-SantaMonicaPier","US",NA,NA,34.008,-118.499,"EPSG:4326 WGS84",5
"HABs-SantaMonicaPier_2012-06-25T19:00:00Z","HABs-SantaMonicaPier_2012-06-25T19:00:00Z","2012-06-25T19:00:00Z",NA,"HABs-SantaMonicaPier","US",NA,NA,34.008,-118.499,"EPSG:4326 WGS84",5
"HABs-SantaMonicaPier_2012-07-02T18:00:00Z","HABs-SantaMonicaPier_2012-07-02T18:00:00Z","2012-07-02T18:00:00Z",NA,"HABs-SantaMonicaPier","US",NA,NA,34.008,-118.499,"EPSG:4326 WGS84",5
"HABs-SantaMonicaPier_2012-07-09T17:15:00Z","HABs-SantaMonicaPier_2012-07-09T17:15:00Z","2012-07-09T17:15:00Z",NA,"HABs-SantaMonicaPier","US",NA,NA,34.008,-118.499,"EPSG:4326 WGS84",5
"HABs-SantaMonicaPier_2012-07-16T18:30:00Z","HABs-SantaMonicaPier_2012-07-16T18:30:00Z","2012-07-16T18:30:00Z",NA,"HABs-SantaMonicaPier","US",NA,NA,34.008,-118.499,"EPSG:4326 WGS84",5
"HABs-SantaMonicaPier_2012-07-23T19:00:00Z","HABs-SantaMonicaPier_2012-07-23T19:00:00Z","2012-07-23T19:00:00Z",NA,"HABs-SantaMonicaPier","US",NA,NA,34.008,-118.499,"EPSG:4326 WGS84",5
"HABs-SantaMonicaPier_2012-07-30T17:00:00Z","HABs-SantaMonicaPier_2012-07-30T17:00:00Z","2012-07-30T17:00:00Z",NA,"HABs-SantaMonicaPier","US",NA,NA,34.008,-118.499,"EPSG:4326 WGS84",5
"HABs-SantaMonicaPier_2012-08-06T18:30:00Z","HABs-SantaMonicaPier_2012-08-06T18:30:00Z","2012-08-06T18:30:00Z",NA,"HABs-SantaMonicaPier","US",NA,NA,34.008,-118.499,"EPSG:4326 WGS84",5
"HABs-SantaMonicaPier_2012-08-13T16:30:00Z","HABs-SantaMonicaPier_2012-08-13T16:30:00Z","2012-08-13T16:30:00Z",NA,"HABs-SantaMonicaPier","US",NA,NA,34.008,-118.499,"EPSG:4326 WGS84",5
"HABs-SantaMonicaPier_2012-08-20T19:00:00Z","HABs-SantaMonicaPier_2012-08-20T19:00:00Z","2012-08-20T19:00:00Z",NA,"HABs-SantaMonicaPier","US",NA,NA,34.008,-118.499,"EPSG:4326 WGS84",5
"HABs-SantaMonicaPier_2012-08-27T17:00:00Z","HABs-SantaMonicaPier_2012-08-27T17:00:00Z","2012-08-27T17:00:00Z",NA,"HABs-SantaMonicaPier","US",NA,NA,34.008,-118.499,"EPSG:4326 WGS84",5
"HABs-SantaMonicaPier_2012-09-03T19:00:00Z","HABs-SantaMonicaPier_2012-09-03T19:00:00Z","2012-09-03T19:00:00Z",NA,"HABs-SantaMonicaPier","US",NA,NA,34.008,-118.499,"EPSG:4326 WGS84",5
"HABs-SantaMonicaPier_2012-09-10T17:00:00Z","HABs-SantaMonicaPier_2012-09-10T17:00:00Z","2012-09-10T17:00:00Z",NA,"HABs-SantaMonicaPier","US",NA,NA,34.008,-118.499,"EPSG:4326 WGS84",5
"HABs-SantaMonicaPier_2012-09-17T17:00:00Z","HABs-SantaMonicaPier_2012-09-17T17:00:00Z","2012-09-17T17:00:00Z",NA,"HABs-SantaMonicaPier","US",NA,NA,34.008,-118.499,"EPSG:4326 WGS84",5
"HABs-SantaMonicaPier_2012-09-24T18:30:00Z","HABs-SantaMonicaPier_2012-09-24T18:30:00Z","2012-09-24T18:30:00Z",NA,"HABs-SantaMonicaPier","US",NA,NA,34.008,-118.499,"EPSG:4326 WGS84",5
"HABs-SantaMonicaPier_2012-10-02T17:00:00Z","HABs-SantaMonicaPier_2012-10-02T17:00:00Z","2012-10-02T17:00:00Z",NA,"HABs-SantaMonicaPier","US",NA,NA,34.008,-118.499,"EPSG:4326 WGS84",5
"HABs-SantaMonicaPier_2012-10-08T18:00:00Z","HABs-SantaMonicaPier_2012-10-08T18:00:00Z","2012-10-08T18:00:00Z",NA,"HABs-SantaMonicaPier","US",NA,NA,34.008,-118.499,"EPSG:4326 WGS84",5
"HABs-SantaMonicaPier_2012-10-15T16:30:00Z","HABs-SantaMonicaPier_2012-10-15T16:30:00Z","2012-10-15T16:30:00Z",NA,"HABs-SantaMonicaPier","US",NA,NA,34.008,-118.499,"EPSG:4326 WGS84",5
"HABs-SantaMonicaPier_2012-10-22T20:00:00Z","HABs-SantaMonicaPier_2012-10-22T20:00:00Z","2012-10-22T20:00:00Z",NA,"HABs-SantaMonicaPier","US",NA,NA,34.008,-118.499,"EPSG:4326 WGS84",5
"HABs-SantaMonicaPier_2012-10-28T18:30:00Z","HABs-SantaMonicaPier_2012-10-28T18:30:00Z","2012-10-28T18:30:00Z",NA,"HABs-SantaMonicaPier","US",NA,NA,34.008,-118.499,"EPSG:4326 WGS84",5
"HABs-SantaMonicaPier_2012-11-05T20:00:00Z","HABs-SantaMonicaPier_2012-11-05T20:00:00Z","2012-11-05T20:00:00Z",NA,"HABs-SantaMonicaPier","US",NA,NA,34.008,-118.499,"EPSG:4326 WGS84",5
"HABs-SantaMonicaPier_2012-11-12T18:00:00Z","HABs-SantaMonicaPier_2012-11-12T18:00:00Z","2012-11-12T18:00:00Z",NA,"HABs-SantaMonicaPier","US",NA,NA,34.008,-118.499,"EPSG:4326 WGS84",5
"HABs-SantaMonicaPier_2012-11-19T18:00:00Z","HABs-SantaMonicaPier_2012-11-19T18:00:00Z","2012-11-19T18:00:00Z",NA,"HABs-SantaMonicaPier","US",NA,NA,34.008,-118.499,"EPSG:4326 WGS84",5
"HABs-SantaMonicaPier_2012-11-26T19:00:00Z","HABs-SantaMonicaPier_2012-11-26T19:00:00Z","2012-11-26T19:00:00Z",NA,"HABs-SantaMonicaPier","US",NA,NA,34.008,-118.499,"EPSG:4326 WGS84",5
"HABs-SantaMonicaPier_2012-12-03T20:00:00Z","HABs-SantaMonicaPier_2012-12-03T20:00:00Z","2012-12-03T20:00:00Z",NA,"HABs-SantaMonicaPier","US",NA,NA,34.008,-118.499,"EPSG:4326 WGS84",5
"HABs-SantaMonicaPier_2012-12-10T17:30:00Z","HABs-SantaMonicaPier_2012-12-10T17:30:00Z","2012-12-10T17:30:00Z",NA,"HABs-SantaMonicaPier","US",NA,NA,34.008,-118.499,"EPSG:4326 WGS84",5
"HABs-SantaMonicaPier_2012-12-17T19:30:00Z","HABs-SantaMonicaPier_2012-12-17T19:30:00Z","2012-12-17T19:30:00Z",NA,"HABs-SantaMonicaPier","US",NA,NA,34.008,-118.499,"EPSG:4326 WGS84",5
"HABs-SantaMonicaPier_2012-12-23T17:30:00Z","HABs-SantaMonicaPier_2012-12-23T17:30:00Z","2012-12-23T17:30:00Z",NA,"HABs-SantaMonicaPier","US",NA,NA,34.008,-118.499,"EPSG:4326 WGS84",5
"HABs-SantaMonicaPier_2013-01-07T19:30:00Z","HABs-SantaMonicaPier_2013-01-07T19:30:00Z","2013-01-07T19:30:00Z",NA,"HABs-SantaMonicaPier","US",NA,NA,34.008,-118.499,"EPSG:4326 WGS84",5
"HABs-SantaMonicaPier_2013-01-13T20:00:00Z","HABs-SantaMonicaPier_2013-01-13T20:00:00Z","2013-01-13T20:00:00Z",NA,"HABs-SantaMonicaPier","US",NA,NA,34.008,-118.499,"EPSG:4326 WGS84",5
"HABs-SantaMonicaPier_2013-01-21T18:00:00Z","HABs-SantaMonicaPier_2013-01-21T18:00:00Z","2013-01-21T18:00:00Z",NA,"HABs-SantaMonicaPier","US",NA,NA,34.008,-118.499,"EPSG:4326 WGS84",5
"HABs-SantaMonicaPier_2013-01-28T20:00:00Z","HABs-SantaMonicaPier_2013-01-28T20:00:00Z","2013-01-28T20:00:00Z",NA,"HABs-SantaMonicaPier","US",NA,NA,34.008,-118.499,"EPSG:4326 WGS84",5
"HABs-SantaMonicaPier_2013-02-04T20:00:00Z","HABs-SantaMonicaPier_2013-02-04T20:00:00Z","2013-02-04T20:00:00Z",NA,"HABs-SantaMonicaPier","US",NA,NA,34.008,-118.499,"EPSG:4326 WGS84",5
"HABs-SantaMonicaPier_2013-02-11T17:30:00Z","HABs-SantaMonicaPier_2013-02-11T17:30:00Z","2013-02-11T17:30:00Z",NA,"HABs-SantaMonicaPier","US",NA,NA,34.008,-118.499,"EPSG:4326 WGS84",5
"HABs-SantaMonicaPier_2013-02-18T19:00:00Z","HABs-SantaMonicaPier_2013-02-18T19:00:00Z","2013-02-18T19:00:00Z",NA,"HABs-SantaMonicaPier","US",NA,NA,34.008,-118.499,"EPSG:4326 WGS84",5
"HABs-SantaMonicaPier_2013-02-25T19:00:00Z","HABs-SantaMonicaPier_2013-02-25T19:00:00Z","2013-02-25T19:00:00Z",NA,"HABs-SantaMonicaPier","US",NA,NA,34.008,-118.499,"EPSG:4326 WGS84",5
"HABs-SantaMonicaPier_2013-03-04T19:00:00Z","HABs-SantaMonicaPier_2013-03-04T19:00:00Z","2013-03-04T19:00:00Z",NA,"HABs-SantaMonicaPier","US",NA,NA,34.008,-118.499,"EPSG:4326 WGS84",5
"HABs-SantaMonicaPier_2013-03-12T18:30:00Z","HABs-SantaMonicaPier_2013-03-12T18:30:00Z","2013-03-12T18:30:00Z",NA,"HABs-SantaMonicaPier","US",NA,NA,34.008,-118.499,"EPSG:4326 WGS84",5
"HABs-SantaMonicaPier_2013-03-18T16:30:00Z","HABs-SantaMonicaPier_2013-03-18T16:30:00Z","2013-03-18T16:30:00Z",NA,"HABs-SantaMonicaPier","US",NA,NA,34.008,-118.499,"EPSG:4326 WGS84",5
"HABs-SantaMonicaPier_2013-03-27T17:00:00Z","HABs-SantaMonicaPier_2013-03-27T17:00:00Z","2013-03-27T17:00:00Z",NA,"HABs-SantaMonicaPier","US",NA,NA,34.008,-118.499,"EPSG:4326 WGS84",5
"HABs-SantaMonicaPier_2013-04-01T19:00:00Z","HABs-SantaMonicaPier_2013-04-01T19:00:00Z","2013-04-01T19:00:00Z",NA,"HABs-SantaMonicaPier","US",NA,NA,34.008,-118.499,"EPSG:4326 WGS84",5
"HABs-SantaMonicaPier_2013-04-08T17:00:00Z","HABs-SantaMonicaPier_2013-04-08T17:00:00Z","2013-04-08T17:00:00Z",NA,"HABs-SantaMonicaPier","US",NA,NA,34.008,-118.499,"EPSG:4326 WGS84",5
"HABs-SantaMonicaPier_2013-04-15T17:30:00Z","HABs-SantaMonicaPier_2013-04-15T17:30:00Z","2013-04-15T17:30:00Z",NA,"HABs-SantaMonicaPier","US",NA,NA,34.008,-118.499,"EPSG:4326 WGS84",5
"HABs-SantaMonicaPier_2013-04-22T16:30:00Z","HABs-SantaMonicaPier_2013-04-22T16:30:00Z","2013-04-22T16:30:00Z",NA,"HABs-SantaMonicaPier","US",NA,NA,34.008,-118.499,"EPSG:4326 WGS84",5
"HABs-SantaMonicaPier_2013-04-29T16:30:00Z","HABs-SantaMonicaPier_2013-04-29T16:30:00Z","2013-04-29T16:30:00Z",NA,"HABs-SantaMonicaPier","US",NA,NA,34.008,-118.499,"EPSG:4326 WGS84",5
"HABs-SantaMonicaPier_2013-05-06T19:00:00Z","HABs-SantaMonicaPier_2013-05-06T19:00:00Z","2013-05-06T19:00:00Z",NA,"HABs-SantaMonicaPier","US",NA,NA,34.008,-118.499,"EPSG:4326 WGS84",5
"HABs-SantaMonicaPier_2013-05-14T16:30:00Z","HABs-SantaMonicaPier_2013-05-14T16:30:00Z","2013-05-14T16:30:00Z",NA,"HABs-SantaMonicaPier","US",NA,NA,34.008,-118.499,"EPSG:4326 WGS84",5
"HABs-SantaMonicaPier_2013-05-20T18:30:00Z","HABs-SantaMonicaPier_2013-05-20T18:30:00Z","2013-05-20T18:30:00Z",NA,"HABs-SantaMonicaPier","US",NA,NA,34.008,-118.499,"EPSG:4326 WGS84",5
"HABs-SantaMonicaPier_2013-05-28T19:00:00Z","HABs-SantaMonicaPier_2013-05-28T19:00:00Z","2013-05-28T19:00:00Z",NA,"HABs-SantaMonicaPier","US",NA,NA,34.008,-118.499,"EPSG:4326 WGS84",5
"HABs-SantaMonicaPier_2013-06-03T17:00:00Z","HABs-SantaMonicaPier_2013-06-03T17:00:00Z","2013-06-03T17:00:00Z",NA,"HABs-SantaMonicaPier","US",NA,NA,34.008,-118.499,"EPSG:4326 WGS84",5
"HABs-SantaMonicaPier_2013-06-10T19:00:00Z","HABs-SantaMonicaPier_2013-06-10T19:00:00Z","2013-06-10T19:00:00Z",NA,"HABs-SantaMonicaPier","US",NA,NA,34.008,-118.499,"EPSG:4326 WGS84",5
"HABs-SantaMonicaPier_2013-06-18T16:30:00Z","HABs-SantaMonicaPier_2013-06-18T16:30:00Z","2013-06-18T16:30:00Z",NA,"HABs-SantaMonicaPier","US",NA,NA,34.008,-118.499,"EPSG:4326 WGS84",5
"HABs-SantaMonicaPier_2013-06-24T18:00:00Z","HABs-SantaMonicaPier_2013-06-24T18:00:00Z","2013-06-24T18:00:00Z",NA,"HABs-SantaMonicaPier","US",NA,NA,34.008,-118.499,"EPSG:4326 WGS84",5
"HABs-SantaMonicaPier_2013-07-01T19:00:00Z","HABs-SantaMonicaPier_2013-07-01T19:00:00Z","2013-07-01T19:00:00Z",NA,"HABs-SantaMonicaPier","US",NA,NA,34.008,-118.499,"EPSG:4326 WGS84",5
"HABs-SantaMonicaPier_2013-07-08T18:00:00Z","HABs-SantaMonicaPier_2013-07-08T18:00:00Z","2013-07-08T18:00:00Z",NA,"HABs-SantaMonicaPier","US",NA,NA,34.008,-118.499,"EPSG:4326 WGS84",5
"HABs-SantaMonicaPier_2013-07-15T16:30:00Z","HABs-SantaMonicaPier_2013-07-15T16:30:00Z","2013-07-15T16:30:00Z",NA,"HABs-SantaMonicaPier","US",NA,NA,34.008,-118.499,"EPSG:4326 WGS84",5
"HABs-SantaMonicaPier_2013-07-22T18:30:00Z","HABs-SantaMonicaPier_2013-07-22T18:30:00Z","2013-07-22T18:30:00Z",NA,"HABs-SantaMonicaPier","US",NA,NA,34.008,-118.499,"EPSG:4326 WGS84",5
"HABs-SantaMonicaPier_2013-07-29T18:30:00Z","HABs-SantaMonicaPier_2013-07-29T18:30:00Z","2013-07-29T18:30:00Z",NA,"HABs-SantaMonicaPier","US",NA,NA,34.008,-118.499,"EPSG:4326 WGS84",5
"HABs-SantaMonicaPier_2013-08-05T17:30:00Z","HABs-SantaMonicaPier_2013-08-05T17:30:00Z","2013-08-05T17:30:00Z",NA,"HABs-SantaMonicaPier","US",NA,NA,34.008,-118.499,"EPSG:4326 WGS84",5
"HABs-SantaMonicaPier_2013-08-12T16:30:00Z","HABs-SantaMonicaPier_2013-08-12T16:30:00Z","2013-08-12T16:30:00Z",NA,"HABs-SantaMonicaPier","US",NA,NA,34.008,-118.499,"EPSG:4326 WGS84",5
"HABs-SantaMonicaPier_2013-08-19T17:00:00Z","HABs-SantaMonicaPier_2013-08-19T17:00:00Z","2013-08-19T17:00:00Z",NA,"HABs-SantaMonicaPier","US",NA,NA,34.008,-118.499,"EPSG:4326 WGS84",5
"HABs-SantaMonicaPier_2013-08-26T17:30:00Z","HABs-SantaMonicaPier_2013-08-26T17:30:00Z","2013-08-26T17:30:00Z",NA,"HABs-SantaMonicaPier","US",NA,NA,34.008,-118.499,"EPSG:4326 WGS84",5
"HABs-SantaMonicaPier_2013-09-01T19:00:00Z","HABs-SantaMonicaPier_2013-09-01T19:00:00Z","2013-09-01T19:00:00Z",NA,"HABs-SantaMonicaPier","US",NA,NA,34.008,-118.499,"EPSG:4326 WGS84",5
"HABs-SantaMonicaPier_2013-09-09T17:30:00Z","HABs-SantaMonicaPier_2013-09-09T17:30:00Z","2013-09-09T17:30:00Z",NA,"HABs-SantaMonicaPier","US",NA,NA,34.008,-118.499,"EPSG:4326 WGS84",5
"HABs-SantaMonicaPier_2013-09-23T19:00:00Z","HABs-SantaMonicaPier_2013-09-23T19:00:00Z","2013-09-23T19:00:00Z",NA,"HABs-SantaMonicaPier","US",NA,NA,34.008,-118.499,"EPSG:4326 WGS84",5
"HABs-SantaMonicaPier_2013-09-30T17:30:00Z","HABs-SantaMonicaPier_2013-09-30T17:30:00Z","2013-09-30T17:30:00Z",NA,"HABs-SantaMonicaPier","US",NA,NA,34.008,-118.499,"EPSG:4326 WGS84",5
"HABs-SantaMonicaPier_2013-10-07T17:00:00Z","HABs-SantaMonicaPier_2013-10-07T17:00:00Z","2013-10-07T17:00:00Z",NA,"HABs-SantaMonicaPier","US",NA,NA,34.008,-118.499,"EPSG:4326 WGS84",5
"HABs-SantaMonicaPier_2013-10-14T17:00:00Z","HABs-SantaMonicaPier_2013-10-14T17:00:00Z","2013-10-14T17:00:00Z",NA,"HABs-SantaMonicaPier","US",NA,NA,34.008,-118.499,"EPSG:4326 WGS84",5
"HABs-SantaMonicaPier_2013-10-21T18:30:00Z","HABs-SantaMonicaPier_2013-10-21T18:30:00Z","2013-10-21T18:30:00Z",NA,"HABs-SantaMonicaPier","US",NA,NA,34.008,-118.499,"EPSG:4326 WGS84",5
"HABs-SantaMonicaPier_2013-10-28T17:00:00Z","HABs-SantaMonicaPier_2013-10-28T17:00:00Z","2013-10-28T17:00:00Z",NA,"HABs-SantaMonicaPier","US",NA,NA,34.008,-118.499,"EPSG:4326 WGS84",5
"HABs-SantaMonicaPier_2013-11-05T20:00:00Z","HABs-SantaMonicaPier_2013-11-05T20:00:00Z","2013-11-05T20:00:00Z",NA,"HABs-SantaMonicaPier","US",NA,NA,34.008,-118.499,"EPSG:4326 WGS84",5
"HABs-SantaMonicaPier_2013-11-11T18:30:00Z","HABs-SantaMonicaPier_2013-11-11T18:30:00Z","2013-11-11T18:30:00Z",NA,"HABs-SantaMonicaPier","US",NA,NA,34.008,-118.499,"EPSG:4326 WGS84",5
"HABs-SantaMonicaPier_2013-11-18T21:00:00Z","HABs-SantaMonicaPier_2013-11-18T21:00:00Z","2013-11-18T21:00:00Z",NA,"HABs-SantaMonicaPier","US",NA,NA,34.008,-118.499,"EPSG:4326 WGS84",5
